Name ,Share price ,M Cap,Industry,Exchange
MIKUNI CORPORATION,368 JPY,84.03M,"Other Auto, Truck & Motorcycle Parts",Tokyo Stock Exchange
STARTS PUBLISHING CORPORATION,3150 JPY,83.86M,Other Consumer Publishing,Tokyo Stock Exchange
"AFC-HD AMS LIFE SCIENCE CO., LTD.",872 JPY,83.8M,Special Foods & Wellbeing Products,Tokyo Stock Exchange
YAMAX CORP.,1247 JPY,83.76M,Cement & Concrete Manufacturing,Tokyo Stock Exchange
"SIMPLEX FINANCIAL HOLDINGS CO., LTD.",3885 JPY,83.64M,Diversified Investment Services,Tokyo Stock Exchange
"URBANET CORPORATION CO.,LTD.",378 JPY,83.43M,Residential Real Estate Development,Tokyo Stock Exchange
"RIGHT ON CO., LTD.",406 JPY,83.42M,Other Apparel & Accessories Retailers,Tokyo Stock Exchange
"TOYO TEC CO.,LTD.",1185 JPY,83.32M,Security Services,Tokyo Stock Exchange
"ATSUGI CO., LTD.",758 JPY,83.3M,Other Apparel & Accessories,Tokyo Stock Exchange
"AP HOLDINGS CO.,LTD.",959 JPY,8.31Cr,Other Restaurants & Bars,Tokyo Stock Exchange
"TECHNOLOGIES, INC.",696 JPY,8.31Cr,Other Software,Tokyo Stock Exchange
"AIRTECH JAPAN, LTD.",1169 JPY,8.3Cr,Other Environmental Services & Equipment,Tokyo Stock Exchange
KEL CORPORATION,1654 JPY,8.29Cr,Electrical Component,Tokyo Stock Exchange
"FLECT CO., LTD.",2009 JPY,8.28Cr,Application Software,Tokyo Stock Exchange
"DAIMARU ENAWIN CO., LTD.",1549 JPY,8.28Cr,Petroleum Product Wholesale,Tokyo Stock Exchange
"OHKI HEALTHCARE HOLDINGS CO.,LTD.",891 JPY,8.24Cr,Generic Pharmaceuticals,Tokyo Stock Exchange
"INFORMATION PLANNING CO., LTD.",3940 JPY,8.23Cr,Technology Consulting & Outsourcing Services,Tokyo Stock Exchange
"CHUO GYORUI CO., LTD.",2986 JPY,8.22Cr,Fishing & Farming Wholesale,Tokyo Stock Exchange
"ASAHI INTELLIGENCE SERVICE CO., LTD.",1534 JPY,8.21Cr,Technology Consulting & Outsourcing Services,Tokyo Stock Exchange
"TENMAYA STORE CO., LTD.",1029 JPY,8.2Cr,Supermarkets & Convenience Stores,Tokyo Stock Exchange
"KIMOTO CO., LTD.",264 JPY,8.19Cr,Plastics,Tokyo Stock Exchange
"NAKABOHTEC CORROSION PROTECTING CO.,LTD.",4915 JPY,8.18Cr,Metal Service Centers,Tokyo Stock Exchange
"MUSASHI CO., LTD.",1740 JPY,8.16Cr,Other Office Equipment,Tokyo Stock Exchange
MUTO SEIKO CO.,1676 JPY,8.13Cr,Electronic Component,Tokyo Stock Exchange
AIMING INC.,247 JPY,8.13Cr,Mobile Application Software,Tokyo Stock Exchange
"LAND CO., LTD.",8 JPY,8.12Cr,Other Real Estate Development & Operations,Tokyo Stock Exchange
"MEDINET CO., LTD.",47 JPY,8.12Cr,Other Biotechnology & Medical Research,Tokyo Stock Exchange
"YAMANAKA CO.,LTD.",615 JPY,8.11Cr,Supermarkets & Convenience Stores,Tokyo Stock Exchange
"JRC CO.,LTD.",956 JPY,8.11Cr,Elevator & Conveying Equipment,Tokyo Stock Exchange
"AVANTIA CO., LTD.",826 JPY,8.1Cr,Residential Builders - Single Homes,Tokyo Stock Exchange
"JAPAN FOODS CO., LTD.",2441 JPY,8.09Cr,Other Non-Alcoholic Beverages,Tokyo Stock Exchange
OLYMPIC GROUP CORPORATION,523 JPY,8.07Cr,Supermarkets & Convenience Stores,Tokyo Stock Exchange
"MIRAIAL CO., LTD.",1294 JPY,8.07Cr,Plastic Containers & Packaging,Tokyo Stock Exchange
"SHINOBU FOODS PRODUCTS CO., LTD.",951 JPY,8.05Cr,Ready-Made Meals,Tokyo Stock Exchange
OMNI-PLUS SYSTEM LIMITED,553 JPY,8.04Cr,Plastics,Tokyo Stock Exchange
"SUPER VALUE CO., LTD.",945 JPY,8.04Cr,Supermarkets & Convenience Stores,Tokyo Stock Exchange
"HARADA INDUSTRY CO., LTD.",536 JPY,8.03Cr,"Other Auto, Truck & Motorcycle Parts",Tokyo Stock Exchange
NEEDS WELL INC.,312 JPY,8.02Cr,Other Software,Tokyo Stock Exchange
"IFUJI SANGYO CO., LTD.",1450 JPY,8.01Cr,Poultry Farming,Tokyo Stock Exchange
MORESCO CORPORATION,1260 JPY,7.98Cr,Petroleum Refining,Tokyo Stock Exchange
AGP CORPORATION,924 JPY,7.96Cr,Other Airport Services,Tokyo Stock Exchange
OPENWORK INC.,522 JPY,7.96Cr,Other Internet Services,Tokyo Stock Exchange
"KOYOU RENTIA CO., LTD.",2081 JPY,7.95Cr,Office Equipment & Supplies Rental,Tokyo Stock Exchange
"KING CO., LTD.",731 JPY,7.94Cr,Other Apparel & Accessories,Tokyo Stock Exchange
SOLASIA PHARMA K.K.,54 JPY,7.91Cr,Other Pharmaceuticals,Tokyo Stock Exchange
"KAWAGISHI BRIDGE WORKS CO., LTD.",3870 JPY,7.9Cr,Other Construction & Engineering,Tokyo Stock Exchange
"HANDSMAN CO., LTD.",812 JPY,7.89Cr,Other Home Improvement Products & Services Retailers,Tokyo Stock Exchange
T&S GROUP INC.,1499 JPY,7.88Cr,Other IT Services & Consulting,Tokyo Stock Exchange
"KAIRIKIYA CO., LTD.",2048 JPY,7.87Cr,Other Restaurants & Bars,Tokyo Stock Exchange
"TAKIHYO CO., LTD.",1301 JPY,7.87Cr,Other Apparel & Accessories,Tokyo Stock Exchange
"DAIREI CO.,LTD.",1936 JPY,7.86Cr,Other Food Retail & Distribution,Tokyo Stock Exchange
"WANTEDLY, INC.",1217 JPY,7.84Cr,Social Media & Networking,Tokyo Stock Exchange
EDP CORPORATION,905 JPY,7.84Cr,Other Semiconductors,Tokyo Stock Exchange
"THE KODENSHA CO., LTD.",1285 JPY,7.82Cr,Other Construction & Engineering,Tokyo Stock Exchange
WILLPLUS HOLDINGS CORPORATION,1146 JPY,7.81Cr,"Other Auto Vehicles, Parts & Service Retailers",Tokyo Stock Exchange
WITH US CORPORATION,1244 JPY,7.79Cr,Miscellaneous Educational Service Providers,Tokyo Stock Exchange
"CANBAS CO., LTD.",639 JPY,7.79Cr,Specialty & Advanced Pharmaceuticals,Tokyo Stock Exchange
"THE TOHOKU BANK, LTD.",1190 JPY,7.77Cr,Other Banks,Tokyo Stock Exchange
"NAGOYA ELECTRIC WORKS CO., LTD.",1943 JPY,7.76Cr,Other Industrial Machinery & Equipment,Tokyo Stock Exchange
"HIMARAYA CO.,LTD.",918 JPY,7.76Cr,Sporting Goods Stores,Tokyo Stock Exchange
ALPHA CORPORATION,1176 JPY,7.76Cr,"Other Auto, Truck & Motorcycle Parts",Tokyo Stock Exchange
NIHON FALCOM CORPORATION,1091 JPY,7.75Cr,Application Software,Tokyo Stock Exchange
"HOKURIKU ELECTRIC INDUSTRY CO.,LTD.",1379 JPY,7.75Cr,Electronic Component,Tokyo Stock Exchange
ATLED CORP.,1519 JPY,7.73Cr,Other Software,Tokyo Stock Exchange
"ENDO MANUFACTURING CO., LTD.",1281 JPY,7.73Cr,Sporting & Outdoor Goods,Tokyo Stock Exchange
IMV CORPORATION,702 JPY,7.72Cr,Testing & Measuring Equipment,Tokyo Stock Exchange
CENTURY21 REAL ESTATE OF JAPAN LTD,1090 JPY,7.71Cr,Residential Real Estate Services,Tokyo Stock Exchange
"OTOMO LOGISTICS SERVICE CO., LTD.",560 JPY,7.7Cr,Freight Trucking,Tokyo Stock Exchange
"SAGAMI RUBBER INDUSTRIES CO., LTD.",1047 JPY,7.7Cr,Birth Control Products,Tokyo Stock Exchange
PERSEUS PROTEOMICS INC.,736 JPY,7.69Cr,Biopharmaceuticals,Tokyo Stock Exchange
COLUMBIA WORKS INC.,3330 JPY,7.67Cr,Other Real Estate Development & Operations,Tokyo Stock Exchange
BROADMEDIA CORPORATION,1557 JPY,7.67Cr,Television Broadcasting,Tokyo Stock Exchange
SUNCALL CORPORATION,384 JPY,7.67Cr,"Other Auto, Truck & Motorcycle Parts",Tokyo Stock Exchange
TSUBOTA LABORATORY INCORPORATED,433 JPY,7.65Cr,Other Biotechnology & Medical Research,Tokyo Stock Exchange
"ABIST CO.,LTD.",3400 JPY,7.63Cr,Design Services,Tokyo Stock Exchange
"OLBA HEALTHCARE HOLDINGS, INC.",1865 JPY,7.61Cr,Medical Equipment Wholesale,Tokyo Stock Exchange
"SATUDORA HOLDINGS CO.,LTD.",802 JPY,7.61Cr,Other Drug Retailers,Tokyo Stock Exchange
"KURIBAYASHI STEAMSHIP CO., LTD.",889 JPY,7.6Cr,Other Marine Freight & Logistics,Tokyo Stock Exchange
"YOSHICON CO.,LTD.",1545 JPY,7.6Cr,Residential Real Estate Development,Tokyo Stock Exchange
"CB GROUP MANAGEMENT CO., LTD.",5190 JPY,7.58Cr,Beauty Supply Shop,Tokyo Stock Exchange
"TOKYO BASE CO.,LTD.",256 JPY,7.58Cr,Women's Apparel Retailers,Tokyo Stock Exchange
"UMC ELECTRONICS CO., LTD.",388 JPY,7.57Cr,Other Electronic Equipment & Parts,Tokyo Stock Exchange
"NIITAKA CO., LTD.",1858 JPY,7.55Cr,Other Household Products,Tokyo Stock Exchange
"IMURA & CO.,LTD.",1110 JPY,7.53Cr,Paper Mills & Products,Tokyo Stock Exchange
KIN-EI CORP.,3940 JPY,7.53Cr,Retail Real Estate Development,Tokyo Stock Exchange
"PCI HOLDINGS, INC.",1103 JPY,7.51Cr,Other Software,Tokyo Stock Exchange
"AGORA HOSPITALITY GROUP CO., LTD",44 JPY,7.51Cr,"Other Hotels, Motels & Cruise Lines",Tokyo Stock Exchange
"KOEI CHEMICAL COMPANY, LIMITED",2203 JPY,7.51Cr,Diversified Chemicals,Tokyo Stock Exchange
SANYO ENGINEERING & CONSTRUCTION INC.,712 JPY,7.5Cr,Other Construction & Engineering,Tokyo Stock Exchange
"KYOWA ELECTRONIC INSTRUMENTS CO., LTD.",398 JPY,7.5Cr,Testing & Measuring Equipment,Tokyo Stock Exchange
"HARIMA-KYOWA CO.,LTD.",2012 JPY,7.49Cr,Pharmaceuticals Wholesale,Tokyo Stock Exchange
"MUTOH HOLDINGS CO., LTD.",2385 JPY,7.48Cr,Computer Peripherals,Tokyo Stock Exchange
NTT DATA INTRAMART CORPORATION,2215 JPY,7.47Cr,Other Software,Tokyo Stock Exchange
"NATOCO CO., LTD.",1440 JPY,7.46Cr,Paint & Coating,Tokyo Stock Exchange
MRK HOLDINGS INC.,107 JPY,7.46Cr,Other Apparel & Accessories,Tokyo Stock Exchange
"PUNCH INDUSTRY CO., LTD.",443 JPY,7.45Cr,Industrial Moulds,Tokyo Stock Exchange
"ECONAVISTA, INC.",1709 JPY,7.45Cr,Medical Software & Technology Services,Tokyo Stock Exchange
SANEI LTD.,4865 JPY,7.43Cr,Bathroom Fixtures,Tokyo Stock Exchange
"TEN ALLIED CO.,LTD.",301 JPY,7.43Cr,Other Restaurants & Bars,Tokyo Stock Exchange
"HODEN SEIMITSU KAKO KENKYUSHO CO., LTD.",1000 JPY,7.43Cr,Other Industrial Machinery & Equipment,Tokyo Stock Exchange
"SHINWA CO., LTD.",774 JPY,7.41Cr,"Iron, Steel Mills & Foundries",Tokyo Stock Exchange
"DAIKO DENSHI TSUSHIN, LTD.",824 JPY,7.39Cr,Computer Hardware & Software Retailers,Tokyo Stock Exchange
"AMBITION DX HOLDINGS CO., LTD.",1628 JPY,7.38Cr,Other Real Estate Development & Operations,Tokyo Stock Exchange
"JAPAN PROPTECH CO.,LTD.",833 JPY,7.38Cr,Other Software,Tokyo Stock Exchange
"GOOD LIFE COMPANY,INC.",2510 JPY,7.37Cr,Other Real Estate Services,Tokyo Stock Exchange
"BALNIBARBI CO.,LTD.",1225 JPY,7.35Cr,Other Restaurants & Bars,Tokyo Stock Exchange
JAPAN HOSPICE HOLDINGS INC.,1318 JPY,7.34Cr,Other Healthcare Facilities & Services,Tokyo Stock Exchange
UNIVANCE CORPORATION,527 JPY,7.34Cr,Engine & Powertrain Systems,Tokyo Stock Exchange
"NAKAKITA SEISAKUSHO CO., LTD.",2915 JPY,7.34Cr,Other Industrial Machinery & Equipment,Tokyo Stock Exchange
ORICON INC.,820 JPY,7.33Cr,Other Internet Services,Tokyo Stock Exchange
"MEIHO ENTERPRISE CO., LTD.",366 JPY,7.32Cr,Residential Real Estate Development,Tokyo Stock Exchange
"WAKOU SHOKUHIN CO., LTD.",4620 JPY,7.31Cr,Other Food Processing,Tokyo Stock Exchange
INTERWORKS CONFIDENCE INC.,1710 JPY,7.31Cr,Outsourcing & Staffing Services,Tokyo Stock Exchange
LOGOS HOLDINGS INC.,2680 JPY,7.31Cr,Other Real Estate Development & Operations,Tokyo Stock Exchange
"MEMBERS CO., LTD.",826 JPY,7.31Cr,Other IT Services & Consulting,Tokyo Stock Exchange
"PLANT CO.,LTD.",1515 JPY,7.29Cr,Supermarkets & Convenience Stores,Tokyo Stock Exchange
"YAMAU HOLDINGS CO., LTD.",1708 JPY,7.28Cr,Other Construction Materials,Tokyo Stock Exchange
RKB MAINICHI HOLDINGS CORPORATION,4800 JPY,7.24Cr,Other Broadcasting,Tokyo Stock Exchange
KANEFUSA CORPORATION,753 JPY,7.22Cr,Machine Tools,Tokyo Stock Exchange
"JOBAN KOSAN CO.,LTD.",1202 JPY,7.21Cr,Resort Operators,Tokyo Stock Exchange
"ART VIVANT CO., LTD.",1022 JPY,7.21Cr,Art & Craftwork Retailers,Tokyo Stock Exchange
EARTH INFINITY CO.LTD.,94 JPY,7.2Cr,Other Electric Utilities,Tokyo Stock Exchange
"NANSO TRANSPORT CO.,LTD.",1050 JPY,7.19Cr,Other Ground Freight & Logistics,Tokyo Stock Exchange
"WASEDA GAKUSHUKENKYUKAI CO.,LTD.",1025 JPY,7.19Cr,Miscellaneous Educational Service Providers,Tokyo Stock Exchange
"SIGMAKOKI CO., LTD.",1483 JPY,7.19Cr,Scientific & Precision Equipment,Tokyo Stock Exchange
"GREEN CROSS CO.,LTD.",1208 JPY,7.18Cr,Other Business Support Supplies,Tokyo Stock Exchange
"FAST ACCOUNTING CO.,LTD.",989 JPY,7.18Cr,Other Software,Tokyo Stock Exchange
METAREAL CORPORATION,988 JPY,7.17Cr,Translation & Interpretation Services,Tokyo Stock Exchange
"DAINICHI CO., LTD.",640 JPY,7.17Cr,"Heating, Ventilation & Air Conditioning Systems",Tokyo Stock Exchange
GRID INC.,2158 JPY,71.6M,Technology Consulting & Outsourcing Services,Tokyo Stock Exchange
"ISHIZUKA GLASS CO., LTD.",2503 JPY,71.47M,Other Non-Paper Containers & Packaging,Tokyo Stock Exchange
"FUSO DENTSU CO., LTD.",1735 JPY,71.46M,Other Communications & Networking,Tokyo Stock Exchange
"THE KINKI SHARYO CO., LTD.",1521 JPY,71.42M,Locomotive Engines & Rolling Stock,Tokyo Stock Exchange
"HACHI-BAN CO., LTD.",3525 JPY,71.36M,Other Restaurants & Bars,Tokyo Stock Exchange
NIRECO CORPORATION,1402 JPY,71.34M,Testing & Measuring Equipment,Tokyo Stock Exchange
UEKI CORPORATION,1583 JPY,71.33M,Other Construction & Engineering,Tokyo Stock Exchange
"UEX, LTD.",927 JPY,71.25M,"Iron, Steel Mills & Foundries",Tokyo Stock Exchange
TOYO DENKI SEIZO K.K.,1130 JPY,71.18M,Other Heavy Electrical Equipment,Tokyo Stock Exchange
TSUKURUBA INC.,911 JPY,71.12M,Other Real Estate Services,Tokyo Stock Exchange
"WATANABE SATO CO., LTD.",1652 JPY,71.07M,Other Construction & Engineering,Tokyo Stock Exchange
TODA KOGYO CORP.,1799 JPY,70.97M,Other Specialty Chemicals,Tokyo Stock Exchange
OCEAN SYSTEM CORPORATION,1102 JPY,70.97M,Supermarkets & Convenience Stores,Tokyo Stock Exchange
"ALMADO, INC.",1130 JPY,70.9M,Cosmetics & Perfumes,Tokyo Stock Exchange
"HEIAN CEREMONY SERVICE CO.,LTD.",858 JPY,70.72M,Funeral Services,Tokyo Stock Exchange
"TOYO LOGISTICS CO., LTD.",1370 JPY,70.32M,Integrated Logistics Operators,Tokyo Stock Exchange
"MORI-GUMI CO., LTD.",314 JPY,70.31M,Other Construction & Engineering,Tokyo Stock Exchange
TEAR CORPORATION,451 JPY,70.29M,Funeral Services,Tokyo Stock Exchange
PAYCLOUD HOLDINGS INC.,673 JPY,70.26M,Other Internet Services,Tokyo Stock Exchange
"VERITE CO., LTD.",376 JPY,69.99M,Jewelry & Watch Retailers,Tokyo Stock Exchange
KUWAZAWA HOLDINGS CORPORATION,682 JPY,69.88M,Construction Material Wholesale,Tokyo Stock Exchange
KIKUSUI HOLDINGS CORPORATION,1209 JPY,69.69M,Other Electrical Components & Equipment,Tokyo Stock Exchange
"MISUMI CO., LTD.",1769 JPY,69.67M,Other Oil & Gas Refining and Marketing,Tokyo Stock Exchange
GREENENERGY & COMPANY INC.,2515 JPY,69.67M,Other Real Estate Development & Operations,Tokyo Stock Exchange
FULUHASHI EPO CORPORATION,881 JPY,69.58M,Other Environmental Services & Equipment,Tokyo Stock Exchange
SCIGINEER INC.,1056 JPY,69.54M,Other IT Services & Consulting,Tokyo Stock Exchange
JAPAN DATA SCIENCE CONSORTIUM CO.LTD.,730 JPY,69.45M,Other IT Services & Consulting,Tokyo Stock Exchange
ALLIED TELESIS HOLDINGS K.K.,94 JPY,69.44M,Other Communications & Networking,Tokyo Stock Exchange
"HALMEK HOLDINGS CO.,LTD.",924 JPY,69.4M,Magazine Publishing,Tokyo Stock Exchange
"VIS CO., LTD.",1216 JPY,69.35M,Interior Design Services,Tokyo Stock Exchange
SHIZUKI ELECTRIC COMPANY INC.,402 JPY,69.31M,Electrical Component,Tokyo Stock Exchange
F-TECH INC.,550 JPY,69.22M,"Other Auto, Truck & Motorcycle Parts",Tokyo Stock Exchange
NOZAWA CORPORATION,880 JPY,69.18M,Cement & Concrete Manufacturing,Tokyo Stock Exchange
"FUJI KOSAN COMPANY, LTD.",1520 JPY,68.97M,Petroleum Product Wholesale,Tokyo Stock Exchange
"COMO CO.,LTD.",2880 JPY,68.83M,Bread & Bakery Product Manufacturing,Tokyo Stock Exchange
"NIPPON FILCON CO., LTD.",509 JPY,68.69M,Industrial Parts & Components,Tokyo Stock Exchange
"YUTORI, INC.",2014 JPY,68.66M,Other Apparel & Accessories Retailers,Tokyo Stock Exchange
NITTOBEST CORPORATION,823 JPY,68.57M,Other Food Processing,Tokyo Stock Exchange
"ALPHA PURCHASE CO., LTD.",1032 JPY,68.42M,Diversified Industrial Goods Wholesale,Tokyo Stock Exchange
"CANARE ELECTRIC CO., LTD.",1453 JPY,68.42M,Wires & Cables,Tokyo Stock Exchange
YAMASHINA CORPORATION,76 JPY,68.41M,Industrial Parts & Components,Tokyo Stock Exchange
"WEDS CO., LTD.",623 JPY,68.4M,Auto & Truck Parts Wholesale,Tokyo Stock Exchange
"PRECISION SYSTEM SCIENCE CO., LTD.",439 JPY,68.23M,Other Advanced Medical Equipment & Technology,Tokyo Stock Exchange
"TANAKA SEIMITSU KOGYO CO., LTD.",1028 JPY,68.21M,"Other Auto, Truck & Motorcycle Parts",Tokyo Stock Exchange
Y'S TABLE CORPORATION,2997 JPY,68.06M,Other Restaurants & Bars,Tokyo Stock Exchange
GEOSTR CORPORATION,321 JPY,68M,Cement & Concrete Manufacturing,Tokyo Stock Exchange
"A.D.WORKS GROUP CO.,LTD.",208 JPY,68M,Residential Real Estate Development,Tokyo Stock Exchange
SMARTDRIVE INC.,1617 JPY,67.9M,Other Software,Tokyo Stock Exchange
IX KNOWLEDGE INCORPORATED,1022 JPY,67.87M,Technology Consulting & Outsourcing Services,Tokyo Stock Exchange
"WDB COCO CO., LTD.",4220 JPY,67.82M,Other Business Support Services,Tokyo Stock Exchange
"TAKEMOTO YOHKI CO., LTD.",814 JPY,67.62M,Plastic Containers & Packaging,Tokyo Stock Exchange
"PAPYLESS CO., LTD.",995 JPY,67.55M,Internet & Mail Order Department Stores,Tokyo Stock Exchange
"RIDE ON EXPRESS HOLDINGS CO., LTD.",1002 JPY,67.46M,Other Restaurants & Bars,Tokyo Stock Exchange
"COLAN TOTTE.CO.,LTD.",1120 JPY,67.43M,Other Apparel & Accessories,Tokyo Stock Exchange
"HOWA MACHINERY, LTD.",815 JPY,67.29M,Other Industrial Machinery & Equipment,Tokyo Stock Exchange
MEIHO FACILITY WORKS LTD.,860 JPY,67.25M,Other Construction & Engineering,Tokyo Stock Exchange
CL HOLDINGS INC.,953 JPY,67.14M,Marketing Consulting Services,Tokyo Stock Exchange
"MARUFUJI SHEET PILING CO.,LTD.",2708 JPY,67.04M,Construction Material Wholesale,Tokyo Stock Exchange
DIRECT MARKETING MIX INC.,212 JPY,66.93M,Other Advertising & Marketing,Tokyo Stock Exchange
"EIDAI CO.,LTD.",220 JPY,66.88M,Other Construction Supplies & Fixtures,Tokyo Stock Exchange
ORCHESTRA HOLDINGS INC.,976 JPY,66.68M,Advertising Agency,Tokyo Stock Exchange
"OM2 NETWORK CO.,LTD.",1433 JPY,66.68M,Other Food Retail & Distribution,Tokyo Stock Exchange
"FABRICA HOLDINGS CO., LTD.",1844 JPY,66.61M,Other Software,Tokyo Stock Exchange
PHYZ HOLDINGS INC.,888 JPY,66.5M,Freight Logistics,Tokyo Stock Exchange
"SILVER LIFE CO., LTD.",900 JPY,66.33M,Other Restaurants & Bars,Tokyo Stock Exchange
"SUGIMURA WAREHOUSE CO., LTD.",590 JPY,65.93M,Warehousing,Tokyo Stock Exchange
STAR FLYER INC.,2695 JPY,65.92M,Other Airlines,Tokyo Stock Exchange
ENECHANGE LTD.,274 JPY,65.91M,Other IT Services & Consulting,Tokyo Stock Exchange
"NC HOLDINGS CO., LTD.",2196 JPY,65.9M,Elevator & Conveying Equipment,Tokyo Stock Exchange
CAULIS INC.,1643 JPY,65.77M,Other IT Services & Consulting,Tokyo Stock Exchange
"FENWAL CONTROLS OF JAPAN, LTD.",1704 JPY,65.76M,Office Equipment Rental,Tokyo Stock Exchange
TANAKEN,2228 JPY,65.76M,Other Construction & Engineering,Tokyo Stock Exchange
"HUB CO., LTD.",768 JPY,65.75M,Other Restaurants & Bars,Tokyo Stock Exchange
"MAKIYA CO., LTD.",961 JPY,65.65M,Supermarkets & Convenience Stores,Tokyo Stock Exchange
"LAKEEL, INC.",1278 JPY,65.63M,Other IT Services & Consulting,Tokyo Stock Exchange
"TOYO WHARF & WAREHOUSE CO., LTD.",1293 JPY,65.63M,Integrated Logistics Operators,Tokyo Stock Exchange
"MARUYAMA MFG. CO., INC.",2298 JPY,65.58M,Agricultural Machinery,Tokyo Stock Exchange
"HYUGA PRIMARY CARE CO.,LTD.",1329 JPY,65.44M,Other Drug Retailers,Tokyo Stock Exchange
KUROTANI CORPORATION,671 JPY,65.4M,Copper Ore Mining,Tokyo Stock Exchange
"CAREER DESIGN CENTER CO., LTD.",1835 JPY,65.38M,Other Employment Services,Tokyo Stock Exchange
SOLIZE CORPORATION,1848 JPY,65.31M,Design Services,Tokyo Stock Exchange
POSTPRIME INC.,884 JPY,65.3M,Social Media & Networking,Tokyo Stock Exchange
"WATTS CO., LTD.",740 JPY,65.28M,Other Discount Stores,Tokyo Stock Exchange
SANWAYUKA INDUSTRY CORPORATION,2388 JPY,65.22M,Other Commodity Chemicals,Tokyo Stock Exchange
"CDG CO., LTD.",1677 JPY,65.2M,Sales Promotions & Events Management,Tokyo Stock Exchange
"FUJISASH CO.,LTD.",74 JPY,65.1M,Doors & Window Frames,Tokyo Stock Exchange
UPR CORPORATION,1238 JPY,65.07M,Commercial Leasing,Tokyo Stock Exchange
"ISHIKAWA SEISAKUSHO, LTD.",1500 JPY,64.98M,Industrial Machinery,Tokyo Stock Exchange
"PEPPER FOOD SERVICE CO., LTD.",159 JPY,64.98M,Other Restaurants & Bars,Tokyo Stock Exchange
KFC LTD,1278 JPY,64.9M,Construction Material Wholesale,Tokyo Stock Exchange
"ENOMOTO CO.,LTD.",1464 JPY,64.87M,Other Electrical Components & Equipment,Tokyo Stock Exchange
DVX INC.,960 JPY,64.8M,Medical Equipment Wholesale,Tokyo Stock Exchange
"IMAGINEER CO.,LTD.",987 JPY,64.73M,Mobile Application Software,Tokyo Stock Exchange
DAIWA ASSET MANAGEMENT - IFREEETF S&P 500 FUND,43420 JPY,64.66M,,Tokyo Stock Exchange
ROBOT PAYMENT INC.,2505 JPY,64.63M,Transaction & Payment Services,Tokyo Stock Exchange
"BSN MEDIA HOLDINGS, INC.",1565 JPY,64.58M,Other Broadcasting,Tokyo Stock Exchange
"NISSAN SECURITIES GROUP CO., LTD.",194 JPY,64.57M,Brokerage Services,Tokyo Stock Exchange
"JAPAN OIL TRANSPORTATION CO., LTD.",2806 JPY,64.47M,Other Ground Freight & Logistics,Tokyo Stock Exchange
"KITOKU SHINRYO CO., LTD.",5800 JPY,64.47M,Food Wholesale,Tokyo Stock Exchange
"TRIPLEIZE CO.,LTD.",1285 JPY,64.39M,Other IT Services & Consulting,Tokyo Stock Exchange
HARUYAMA HOLDINGS INC.,573 JPY,64.36M,Other Apparel & Accessories Retailers,Tokyo Stock Exchange
"ASAHI CONCRETE WORKS CO., LTD.",703 JPY,64.21M,Other Construction Materials,Tokyo Stock Exchange
"THE BANK OF TOYAMA, LTD.",1706 JPY,64.21M,Other Banks,Tokyo Stock Exchange
"MARUBENI CONSTRUCTION MATERIAL LEASE CO.,LTD.",2939 JPY,64.1M,Commercial Equipment Rental,Tokyo Stock Exchange
"LAST ONE MILE CO.,LTD.",3210 JPY,64.02M,Other Internet Services,Tokyo Stock Exchange
DREAMARTS CORPORATION,2379 JPY,63.99M,Enterprise Software,Tokyo Stock Exchange
TOKURA CORPORATION,4475 JPY,63.95M,Other Construction & Engineering,Tokyo Stock Exchange
"KOHJIN BIO CO., LTD.",1794 JPY,63.92M,Other Pharmaceuticals,Tokyo Stock Exchange
KURASHICOM INC.,1265 JPY,63.78M,Other Home Furnishings Retailers,Tokyo Stock Exchange
CROPS CORPORATION,964 JPY,63.61M,Mobile Phone Retailers,Tokyo Stock Exchange
TAKADA CORPORATION,1455 JPY,63.6M,Other Construction & Engineering,Tokyo Stock Exchange
KATAKURA & CO-OP AGRI CORPORATION,1049 JPY,63.57M,Fertilizer,Tokyo Stock Exchange
SYSTEM D INC.,1447 JPY,63.55M,Enterprise Software,Tokyo Stock Exchange
A&A MATERIAL CORPORATION,1215 JPY,63.55M,Other Construction Materials,Tokyo Stock Exchange
METALART CORPORATION,3145 JPY,63.46M,"Other Auto, Truck & Motorcycle Parts",Tokyo Stock Exchange
O-WELL CORPORATION,892 JPY,63.32M,Commodity Chemicals Wholesale,Tokyo Stock Exchange
GIG WORKS INC.,462 JPY,63.19M,Other Business Support Services,Tokyo Stock Exchange
